detection_id,rater_id,rating,note,rated_at,scorer_version,pattern_value,asset,breakout_ts
55fa57b3ca32,claude,45,"DB lows tight, ~2wk too compressed, weak intermediate rally",2026-05-05T06:42:32+00:00,1.0.0,double_bottom,AAPL,2003-02-10T00:00:00+00:00
f546ca8a6789,claude,40,"DB lows close-not-exact, ~2wk, mid-uptrend not reversal",2026-05-05T06:42:32+00:00,1.0.0,double_bottom,META,2014-03-03T00:00:00+00:00
0064a9137ad1,claude,35,DB lows 1.6% apart — too far for double bottom tolerance,2026-05-05T06:42:32+00:00,1.0.0,double_bottom,SPY,1994-04-19T00:00:00+00:00
2ad6178b0a3d,claude,55,"DB lows matched 0.4%, but ~2.5wk too short",2026-05-05T06:42:32+00:00,1.0.0,double_bottom,QQQ,2015-05-06T00:00:00+00:00
5c3e85168803,claude,50,"DB lows 1% apart, ~2wk compressed",2026-05-05T06:42:32+00:00,1.0.0,double_bottom,AAPL,2017-04-11T00:00:00+00:00
b98fef93a4c2,claude,50,"DB lows matched, ~2wk too brief",2026-05-05T06:42:32+00:00,1.0.0,double_bottom,AMZN,2005-01-26T00:00:00+00:00
b97aaa00747c,claude,50,"DB lows matched 1.52/1.51, ~3wk compressed",2026-05-05T06:45:34+00:00,1.0.0,double_bottom,MSFT,1994-01-03T00:00:00+00:00
58ff7b007eea,claude,35,DB lows matched but very short ~1wk; single dip,2026-05-05T06:45:34+00:00,1.0.0,double_bottom,NVDA,2010-03-22T00:00:00+00:00
3ba1c00f2fef,claude,30,DB lows 1.3% spread — NOT tight double bottom,2026-05-05T06:45:34+00:00,1.0.0,double_bottom,SPY,2014-04-11T00:00:00+00:00
db35155c62d1,claude,40,"DB lows 1% spread, ~2wk compressed",2026-05-05T06:45:34+00:00,1.0.0,double_bottom,MSFT,2007-02-20T00:00:00+00:00
fbd41b22b0eb,claude,45,"DB lows 1% spread, ~2wk brief formation",2026-05-05T06:45:34+00:00,1.0.0,double_bottom,NVDA,2021-01-06T00:00:00+00:00
1926c6d8cd6f,claude,40,DB second low 1.4% higher than first; flag-like,2026-05-05T06:45:34+00:00,1.0.0,double_bottom,AAPL,1993-01-18T00:00:00+00:00
05217c7b3736,claude,35,"DB lows 2% spread, ~1wk brief; bullish flag in uptrend",2026-05-05T06:45:34+00:00,1.0.0,double_bottom,TSLA,2021-09-20T00:00:00+00:00
bef4bfc40495,claude,40,"DB lows 1.1% spread, ~1wk very compressed",2026-05-05T06:45:34+00:00,1.0.0,double_bottom,SPY,2008-03-17T00:00:00+00:00
e98843b28074,claude,40,DB lows tight match but ~1wk very short,2026-05-05T06:45:34+00:00,1.0.0,double_bottom,AMZN,2011-07-26T00:00:00+00:00
d2c28f5d1076,claude,35,"DB lows 1.3% spread asymmetric, ~1.5wk",2026-05-05T06:45:34+00:00,1.0.0,double_bottom,NVDA,1999-03-12T00:00:00+00:00
0cc38145d22d,claude,35,"DB lows 1.6% spread asymmetric, ~1.5wk compressed",2026-05-05T06:45:34+00:00,1.0.0,double_bottom,AMZN,2006-12-19T00:00:00+00:00
be4b6542d736,claude,45,"DB lows 1.6% spread, ~3.5wk decent rally between",2026-05-05T06:45:34+00:00,1.0.0,double_bottom,MSFT,2017-06-12T00:00:00+00:00
e34921785aed,claude,45,"DB lows 1.3% spread ascending, ~3wk",2026-05-05T06:45:34+00:00,1.0.0,double_bottom,NVDA,2015-03-12T00:00:00+00:00
caf315dbcb92,claude,60,"DT highs matched, 4.6% trough between, ~2.5wk decent",2026-05-05T06:45:34+00:00,1.0.0,double_top,MSFT,2019-09-05T00:00:00+00:00
c3052a2adc85,claude,60,"DT highs matched, 7% strong trough, brief but clean",2026-05-05T06:45:34+00:00,1.0.0,double_top,AMZN,2015-12-17T00:00:00+00:00
7efefb0b3361,claude,55,"DT highs matched, 6% trough, ~1.5wk compressed",2026-05-05T06:48:22+00:00,1.0.0,double_top,AAPL,2005-05-09T00:00:00+00:00
915b02dd0ac9,claude,55,"DT highs matched perfectly, 5% trough, ~1.5wk brief",2026-05-05T06:48:22+00:00,1.0.0,double_top,MSFT,1989-11-24T00:00:00+00:00
dbf79115f762,claude,65,"DT highs matched, 13% deep trough, ~2wk well-defined",2026-05-05T06:48:22+00:00,1.0.0,double_top,AMZN,2003-12-01T00:00:00+00:00
d8b4e3d8b061,claude,55,"DT highs matched, 3.7% trough modest, ~2wk",2026-05-05T06:48:22+00:00,1.0.0,double_top,SPY,1994-05-19T00:00:00+00:00
9f6d9ce931b4,claude,55,"DT highs matched, 5% trough, ~2wk decent",2026-05-05T06:48:22+00:00,1.0.0,double_top,MSFT,2015-12-29T00:00:00+00:00
f98d05a08c59,claude,65,"DT highs matched, 10% strong trough, clean ~2wk",2026-05-05T06:48:22+00:00,1.0.0,double_top,NVDA,2008-06-05T00:00:00+00:00
68f1d9a4f28f,claude,60,"DT highs matched, 4.7% trough, ~3wk",2026-05-05T06:48:22+00:00,1.0.0,double_top,QQQ,2015-11-23T00:00:00+00:00
a8b6656ef8ef,claude,60,"DT highs matched, 28% deep trough — extreme",2026-05-05T06:48:22+00:00,1.0.0,double_top,AMZN,2000-12-12T00:00:00+00:00
faf4b7d5fb42,claude,60,"DT highs 0.7% diff, 9% trough, ~2.5wk",2026-05-05T06:48:22+00:00,1.0.0,double_top,MSFT,1993-09-02T00:00:00+00:00
096f6325a122,claude,45,DT 2nd peak 1.1% HIGHER than 1st — suspicious,2026-05-05T06:48:22+00:00,1.0.0,double_top,NVDA,2014-04-03T00:00:00+00:00
f962714074de,claude,60,"DT highs matched, 17% deep trough, brief horizontal",2026-05-05T06:48:22+00:00,1.0.0,double_top,AAPL,2001-07-17T00:00:00+00:00
92682ca2f17c,claude,45,DT highs matched but only 2% trough — too shallow,2026-05-05T06:48:22+00:00,1.0.0,double_top,GOOGL,2015-06-11T00:00:00+00:00
c7c21810665b,claude,55,"DT highs 1.3% diff, 5% trough, ~2.5wk",2026-05-05T06:48:22+00:00,1.0.0,double_top,AAPL,2013-09-09T00:00:00+00:00
4a6f86d70693,claude,60,"DT highs matched, 7% trough, ~2wk decent",2026-05-05T06:48:22+00:00,1.0.0,double_top,MSFT,1994-10-13T00:00:00+00:00
f1d7db24cba6,claude,45,DT highs matched but only 3.5% trough — shallow & compressed,2026-05-05T06:48:22+00:00,1.0.0,double_top,MSFT,1992-12-08T00:00:00+00:00
